mean	std	min	1	2_5	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	97_5	99	max	ESS	2_5_hpd	97_5_hpd	parameter	BF	p_value	value	nSim	nSeq	protocol	matrix	model
-34376.122954625396	22.80891783539024	-34465.979050739494	-34428.10950974855	-34422.69967925416	-34413.74174575547	-34403.69295282597	-34399.17029759934	-34395.266117467014	-34391.91160985394	-34388.73616370276	-34385.559915291924	-34381.90626127772	-34378.80631770738	-34375.94147500784	-34373.774513704215	-34370.600719550785	-34367.062101340256	-34363.87447239943	-34359.43717854573	-34356.173447458284	-34351.07215532149	-34346.099743890365	-34340.07762294606	-34332.976274739136	-34329.17095655004	-34314.96451913903	582.9909467481874	-34417.68012985859	-34331.17188773114	posterior	NA	NA	NA	46	500	biased_20	3demes	dta
-1906.536507339777	17.507873846134775	-1970.9649074408676	-1947.7545461089687	-1939.0191098614514	-1933.980289181124	-1929.8207968643949	-1924.7935249615	-1921.8157432777728	-1918.7123112113163	-1916.0204318119088	-1912.9240556297648	-1910.73826630943	-1908.7738297027256	-1906.645119390056	-1904.356480812352	-1901.9382097825403	-1899.3748862978184	-1897.422974635789	-1894.2566811145757	-1891.33625390521	-1887.708541291612	-1884.0174103784968	-1878.137054716156	-1873.8685190646743	-1867.709746738263	-1848.2661571054853	498.58562288356933	-1939.3378409372945	-1875.1623747982776	prior	NA	NA	NA	46	500	biased_20	3demes	dta
-32469.58644728562	14.237491411931053	-32513.216040462336	-32503.78451807684	-32499.387440572624	-32493.49380138397	-32488.599813195266	-32484.53783873092	-32481.24621783558	-32478.526027380867	-32476.465011778237	-32474.685179450786	-32472.922758966823	-32471.273586763687	-32469.53605691429	-32467.848481535035	-32465.66281177411	-32463.94224235449	-32462.32811207396	-32460.201936492715	-32457.668799442643	-32455.031601735485	-32451.406005264245	-32446.48832218931	-32442.156533790367	-32438.08709449364	-32423.6999580206	760.0095878734227	-32496.32742010504	-32440.349802098142	likelihood	NA	NA	NA	46	500	biased_20	3demes	dta
22.118303007365338	0.5094754192273743	20.898272223105664	21.13145467550809	21.249855069669508	21.370154142394014	21.521086384997727	21.59330763395551	21.68854122576175	21.763933631450293	21.819791699552056	21.88719977666053	21.94768932911663	22.021113686268457	22.07988516299154	22.14827921150121	22.19985867324101	22.255291362621715	22.33866621945217	22.42329541899649	22.530111238711143	22.636422492018724	22.800480134286023	23.045057135921056	23.20561507503345	23.54517806228715	23.996088106764795	682.7303152606207	21.266877834442475	23.206317067287884	treeHeight	NA	NA	NA	46	500	biased_20	3demes	dta
1988.0707379926348	0.5094754192273722	1986.1929528932355	1986.643862937713	1986.9834259249665	1987.143983864079	1987.388560865714	1987.5526185079812	1987.6589297612888	1987.765745581004	1987.850374780548	1987.9337496373785	1987.989182326759	1988.040761788499	1988.1091558370083	1988.1679273137315	1988.2413516708837	1988.30184122334	1988.369249300448	1988.4251073685496	1988.5004997742385	1988.595733366045	1988.6679546150024	1988.818886857606	1988.9391859303305	1989.057586324492	1989.2907687768943	682.7304333450202	1986.982723932712	1988.922163165557	ageRoot	NA	NA	NA	46	500	biased_20	3demes	dta
514.0112064498425	9.370127977971993	483.6605317835511	493.64700727737215	495.9064081917411	499.0970911888055	502.2610220520602	503.8360585251162	505.7103970927057	507.7215974384794	509.3063051985555	510.5357385861414	511.5622432846839	512.7390768548465	513.7377064158006	514.723367418979	516.1113808798996	517.5489196670803	518.9297044086552	520.6053657490842	522.1243724018047	523.8346122125258	525.5276164291903	529.6126634121413	532.8263194834834	535.757158082156	543.9872598834743	465.9403829851935	495.6942722474848	531.8693885840811	treeLength	NA	NA	NA	46	500	biased_20	3demes	dta
16.659109790700214	0.9333869688072532	14.208391205938575	14.80851270483829	14.99381374281464	15.180741556662293	15.490210764939414	15.690250130230828	15.83425548081511	15.97156500299218	16.119679724696994	16.22962581695276	16.351391528696443	16.471779644047746	16.603226080159995	16.78511794379842	16.88504853240042	17.00461334759389	17.122646926260558	17.276114413534373	17.427032267696898	17.649532549549587	17.847124674953132	18.30449449235129	18.576688458827654	19.060685311148927	19.74218574271144	635.0252655746995	14.941927936878566	18.449987425061792	Ne	NA	NA	NA	46	500	biased_20	3demes	dta
1.904347624982358	0.09763535137356837	1.5877663197365874	1.6858959828564266	1.7323842730551784	1.7568635647216395	1.792052715661838	1.8067418864536684	1.8196823842532512	1.8369389186661085	1.8478567763160811	1.8595498050944927	1.874975216969299	1.887125091531093	1.8994554485814557	1.910517242871476	1.9259156967375624	1.94047659533836	1.95455552962319	1.969571170765189	1.9853189968957483	2.003154942885454	2.028859527011964	2.063554893828744	2.110030652948974	2.1601107502933448	2.24852790481801	901.0	1.7259243002728162	2.097338220370087	kappa	NA	NA	NA	46	500	biased_20	3demes	dta
0.28350932552466995	0.0039431116809024395	0.2699457181927471	0.2749310413276871	0.2760563397777853	0.2770150272410585	0.2784212644410246	0.2794280349000179	0.2801784446988652	0.2808412504711342	0.2814794074192132	0.2820823097414371	0.2825823609120928	0.2830322220196646	0.2834632251917074	0.283890108126204	0.2845076701611919	0.284953566857095	0.2854483049404867	0.2860296023980104	0.2866598140014268	0.2875280883157358	0.2886121680759165	0.289820525336174	0.29127503055390136	0.2934386528481796	0.2966577497250934	901.0	0.2753011794105497	0.2902548652285025	freqA	NA	NA	NA	46	500	biased_20	3demes	dta
0.2216485689099448	0.0035180706187545084	0.2108626150471639	0.2137775198615126	0.21455550052889866	0.2158285344840272	0.2170300793558467	0.2178263469380822	0.2187067626495656	0.2192553849082361	0.2199127511547579	0.2202613583544735	0.2207179310677918	0.2211849697101725	0.2216444431486403	0.2220900513056132	0.222452064538019	0.2230125141910663	0.2235468757153652	0.2241653493211687	0.2247843750225125	0.2254431272975503	0.2264465340929428	0.2272026988715295	0.228159849281625	0.2292734776507431	0.2315077490845533	805.1374547325222	0.2144020221777891	0.2278274953536184	freqC	NA	NA	NA	46	500	biased_20	3demes	dta
0.22924597472275018	0.003585556269205688	0.2162095814703223	0.2206613388459927	0.22202832887423005	0.2233282876448374	0.2247843996168446	0.225752330559369	0.2263073015073059	0.2267987429502321	0.2273645590530742	0.22776033225944	0.2282446551992167	0.2286368875713312	0.2293520301911739	0.2297795132804907	0.2303101169200372	0.2306935222841895	0.2310918956747139	0.2314734137410006	0.2320250741113061	0.2330900113370404	0.2338348634098209	0.2349516987512862	0.236222240292324	0.2374092722335373	0.2450874950686238	738.5260667986903	0.222372440648757	0.2362820671686795	freqG	NA	NA	NA	46	500	biased_20	3demes	dta
0.26559613084264105	0.0039213385840994345	0.2537788311230018	0.256261174187994	0.25738715078976226	0.2586978399365564	0.2606956181053456	0.2616699941872324	0.2624610229076669	0.2632286002754635	0.2636902585635855	0.2641303287879871	0.2646593942795118	0.2650977023410625	0.2655744080740098	0.2661142428695806	0.2666291842044365	0.2670620297424488	0.2674845810361925	0.268133983658789	0.2687967945143443	0.2695741440828554	0.2705960898637762	0.2718502917926835	0.2733462664189939	0.2753427060048597	0.2801251376592241	901.0	0.2571644721646143	0.2726483467948246	freqT	NA	NA	NA	46	500	biased_20	3demes	dta
0.0002486087803124309	7.742332640689424e-06	0.0002288107302170166	0.00023141153792322132	0.000234045604120695	0.00023576235502103051	0.0002387579466241676	0.00024073704572390213	0.00024209945614771613	0.00024309711441751852	0.0002442937526369058	0.0002453407552922151	0.0002464373933603436	0.00024754800581646574	0.00024852773910939333	0.0002492804961000542	0.0002506112817987144	0.00025186052373912945	0.0002529531904366479	0.0002539668704826443	0.0002553697416911216	0.00025694861071352365	0.00025877640030614327	0.00026146962808719007	0.000263289083596413	0.0002661622264487474	0.0002689503968634704	549.8566359786214	0.0002339885003271768	0.00026301467131388464	clockRate	NA	NA	NA	46	500	biased_20	3demes	dta
