state	posterior	prior	likelihood	treeHeight	ageRoot	treeLength	exponential_popSize	exponential_growthRate	kappa	gammaShape	pInv	clockRate	continent_clock_rate	continent_meanRate	forwards_Africa_Americas	forwards_Africa_Asia	forwards_Africa_China	forwards_Africa_Europe	forwards_Africa_Oceania	forwards_Americas_Asia	forwards_Americas_China	forwards_Americas_Europe	forwards_Americas_Oceania	forwards_Asia_China	forwards_Asia_Europe	forwards_Asia_Oceania	forwards_China_Europe	forwards_China_Oceania	forwards_Europe_Oceania	forwards_Americas_Africa	forwards_Asia_Africa	forwards_China_Africa	forwards_Europe_Africa	forwards_Oceania_Africa	forwards_Asia_Americas	forwards_China_Americas	forwards_Europe_Americas	forwards_Oceania_Americas	forwards_China_Asia	forwards_Europe_Asia	forwards_Oceania_Asia	forwards_Europe_China	forwards_Oceania_China	forwards_Oceania_Europe	indicators_Africa_Americas	indicators_Africa_Asia	indicators_Africa_China	indicators_Africa_Europe	indicators_Africa_Oceania	indicators_Americas_Asia	indicators_Americas_China	indicators_Americas_Europe	indicators_Americas_Oceania	indicators_Asia_China	indicators_Asia_Europe	indicators_Asia_Oceania	indicators_China_Europe	indicators_China_Oceania	indicators_Europe_Oceania	indicators_Americas_Africa	indicators_Asia_Africa	indicators_China_Africa	indicators_Europe_Africa	indicators_Oceania_Africa	indicators_Asia_Americas	indicators_China_Americas	indicators_Europe_Americas	indicators_Oceania_Americas	indicators_China_Asia	indicators_Europe_Asia	indicators_Oceania_Asia	indicators_Europe_China	indicators_Oceania_China	indicators_Oceania_Europe	continent_nonZeroRates	treeLikelihood	continent_branchRates	continent_count	nMigration_Africa_Americas	nMigration_Africa_Asia	nMigration_Africa_China	nMigration_Africa_Europe	nMigration_Africa_Oceania	nMigration_Americas_Africa	nMigration_Americas_Asia	nMigration_Americas_China	nMigration_Americas_Europe	nMigration_Americas_Oceania	nMigration_Asia_Africa	nMigration_Asia_Americas	nMigration_Asia_China	nMigration_Asia_Europe	nMigration_Asia_Oceania	nMigration_China_Africa	nMigration_China_Americas	nMigration_China_Asia	nMigration_China_Europe	nMigration_China_Oceania	nMigration_Europe_Africa	nMigration_Europe_Americas	nMigration_Europe_Asia	nMigration_Europe_China	nMigration_Europe_Oceania	nMigration_Oceania_Africa	nMigration_Oceania_Americas	nMigration_Oceania_Asia	nMigration_Oceania_China	nMigration_Oceania_Europe	reward_Africa	reward_Americas	reward_Asia	reward_China	reward_Europe	reward_Oceania	allTransitions	coalescent
5050000	-44931.11001289125	-254.6467503818094	-44676.463262509445	0.3095706105737477	2019.8652927774044	9.836519977138094	2.9329900512097145	12.434284015415638	6.170741628352957	0.5933065807937642	0.7804425574921399	0.0011855864045404	1.6585178539424354	1.6585178539424357	0.7285727525580092	0.7301714267293665	0.4021491234785957	0.1599118668445185	0.0509236106901754	0.3514806764667832	0.9747386644867324	0.794813700652296	3.5684541586813285	0.0628464802101835	2.1949230486378903	1.0079582982051098	0.397526404825273	0.7581844364591442	0.2182551636944042	1.383257363993462	0.1908437775018019	0.2922497788942072	0.0765360678976189	0.0319198552979579	0.4664570407533963	0.888353362416698	0.5448998255066019	1.0605527051865682	1.8012430207075136	0.7974517073423006	0.5279427949503642	0.2512861636013754	0.2297954164924701	0.1421098634750562	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	10.0	-44473.38577103473	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	14.0	15.0	6.0	7.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0268917945794858	1.0456450027918165	0.8286905808103858	4.838058087334157	2.6464566885493133	0.5347297926013898	51.0	-192.6925338093786
5100000	-44900.36570325414	-219.768289539846	-44680.59741371429	0.2210837632874555	2019.9537796246907	8.428708457224344	1.4845836522399247	8.108308390816768	6.4937803146698645	0.3180556854717069	0.6486818743208007	0.0012812150086607	1.6374790073519545	1.6374790073519538	0.027396197392101	0.3833627974608534	0.3407411901290947	0.4529840634822383	0.4357880828540306	0.821956093611797	0.02159967144017	0.274842676160016	0.1849371863971421	0.0377620301442757	0.8199475470323443	0.2183546162371656	1.0332366569968416	1.1494075712845546	1.8130856976191536	1.9886458109653788	0.339330942918866	0.3509445360685921	0.3538352284209802	0.0308826767575608	0.2488113672970024	1.9201190603350864	1.140021808065551	0.1966248244383231	4.600610239803389	0.2996177429360449	1.755013688326196	0.5147937682129072	0.8774650042867083	0.548022636941878	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	12.0	-44479.43894527115	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	17.0	6.0	6.0	1.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0071449000366363	0.8065329740636564	0.7459947054911416	4.217168419417924	2.1046432507049766	0.4182479136222752	49.0	-161.8615285969081
5150000	-44927.77172307562	-240.0620961301704	-44687.709626945456	0.2521244273988535	2019.9227389605792	8.541089916622145	2.1055824215570538	10.348074343077148	5.573682566420598	0.3025396338683784	0.7033268701567312	0.0012474366405328	2.396115832611001	2.396115832611003	1.217058334013033	0.3759793966148662	0.31142966785976	1.1960969727254436	2.728954433485446	0.5006469611568399	0.7776565379933639	1.6048528386964294	0.7196401922986388	0.0916302045574095	2.826337712081401	0.6021749662273128	0.2088490899142832	1.739365808157669	1.6955036934305256	0.568924649646679	0.5630113252799823	0.5445577965577195	1.0725204309300316	2.237398014740632	0.2026867134006056	1.5640111526165068	1.6972726930379456	0.9008914039627292	1.6977353985535588	0.2324081526988748	1.1242995437243235	2.234759775577139	0.0127312792482587	0.4193317903898489	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	-44475.178989831926	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	11.0	19.0	3.0	6.0	1.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0040864646039203	0.8402991201843952	0.819208830409923	4.404940270298768	1.877330527617664	0.5002065964333077	52.0	-166.86863935176356
5200000	-44906.01995154764	-231.6707343342355	-44674.34921721341	0.240305538270168	2019.934557849708	8.532180790869344	1.2483834197610744	6.366574813998133	5.928255391055133	0.7029430572979549	0.8430249962699488	0.0013058352780738	1.946612480682252	1.946612480682252	0.1857018789685516	2.75056110537709	0.3898682747159193	0.6789594007458379	1.982910855229354	1.7090461095294265	0.0723787508553572	0.0159680213319626	3.1075719617869777	0.0615276586172411	1.1797334137133726	1.3981784966554696	0.6752489333550012	2.197106781907741	0.3117367902203979	0.3786830144547635	0.0826133285782793	0.509771165966209	0.7770563109461387	3.713364742579388	1.2127106832825212	1.3890964618056691	1.049396284883609	0.5678035206762273	3.9558373013822976	0.1298614078741464	0.3137423837334049	0.3041872669575852	0.0952455228628521	0.8213603555230572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	12.0	-44451.02754068473	0.0	55.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	22.0	7.0	7.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0037749094223434	0.7714371486196929	0.6907962469420176	4.452387340082973	2.112684330511972	0.4770209852473197	54.0	-163.32029249419193
5250000	-44911.12925909161	-226.5109886254621	-44684.61827046615	0.2447195075202547	2019.9301438804575	8.728716014803402	1.567300039373609	7.63961857023074	5.814877471942224	0.1207152521202661	0.5239300517215878	0.0013158229046288	1.4655163475349493	1.4655163475349504	2.6279231050487777	0.9313387166076968	0.7445450804773899	3.5430763989444163	1.3469410767217418	0.94612831900223	0.122829374006138	0.0717675540529939	2.2604628397565896	0.8890808202210736	1.0691143572941155	0.8711623743149923	0.4640673312880106	0.7644827066679123	1.8210759404549344	0.7397904055524357	0.0532050402757254	0.1860929677533275	0.2388278366945518	2.513107330570436	0.5654941474690531	1.4556497833478617	0.1822422231183357	0.738892098221575	1.6729906703642907	0.5491937383977418	0.5662827200775994	2.7586086215836296	0.3869386787790659	0.0021954371286727	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	10.0	-44470.35622784214	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	13.0	17.0	6.0	6.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0292320056389851	0.8296818726625417	0.806208126285077	4.602903623967132	2.0192610481553688	0.4389000797164864	49.0	-164.4281710319057
5300000	-44902.15547287283	-232.5590117512708	-44669.59646112156	0.2428458935930978	2019.932017494385	8.52348544954188	1.7576393394736975	9.295282941177009	6.898756350973592	0.1144649564105633	0.6417599101060021	0.0013892942871386	1.5361942310757857	1.5361942310757832	0.8748225096003949	0.0666039105832456	1.88674122494298	0.1998299134347433	2.395366744164074	1.00103088133036	0.7922397676058479	2.4915129854740474	0.8833343949218604	0.745149048776276	1.5004280539317494	0.0125173278904953	0.99262020872128	1.215283942466081	7.834487948539687	0.1639526622135779	0.4567121447447781	0.735344767842363	0.762536687972758	0.6806164836276036	0.514751348921056	1.5951759036782582	1.8242027222326884	0.4521399688222284	2.451915155488281	0.5244978537745989	1.8777505298048744	1.0263083311499266	0.5824520963117767	0.2988151638879931	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	11.0	-44476.45285219159	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	16.0	6.0	6.0	1.0	4.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0127118959089604	0.8619554984755216	0.6728170101614346	4.517820224836299	1.8742983063833736	0.5256340586510435	48.0	-161.5342756999819
5350000	-44887.36364860891	-191.27705990160277	-44696.08658870731	0.2347359406216443	2019.9401274473564	8.053132799442773	1.6843050939903372	10.106569741203463	5.967325038520708	0.407885648193102	0.7966176754813128	0.0013732871022995	1.4215378319769214	1.42153783197692	0.1762169260059413	1.2881199669262478	0.3142479642107488	0.1097682128434886	0.5028115445669912	0.5250728832119581	1.182896131698708	1.0744773959085427	0.0395129857339588	0.255363250757316	0.2553044780068757	0.3574791556075203	0.4862496582531938	1.0223498110690563	0.2650328378410414	1.825197246227432	3.33138528520906	0.415371862203295	0.1534365754733339	0.0965459898070918	0.061803569742064	1.2341177454937722	1.0554305499656529	0.1139731424488056	3.0662747735261284	0.2762456533184902	0.0821810271691531	3.338732538169532	0.3921049215890378	1.9840694575642488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	11.0	-44489.7152895894	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	15.0	6.0	6.0	1.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0123070273575444	0.8780381606995757	0.6891631215861256	4.0194988410720125	1.9430853924471256	0.4754863952981613	45.0	-132.31346946411733
5400000	-44929.50345296706	-237.95473650282565	-44691.54871646423	0.3102697053290649	2019.864593682649	8.94213353462977	1.352520924140658	5.929514730219091	7.3830749264447775	1.426163477006866	0.8040251521739616	0.0012615435598408	1.7813914305557723	1.7813914305557712	0.8921721348021338	0.0273610294877131	0.2311064928639419	0.0792978113241967	1.386565956502252	2.2588166991794227	1.0894446670686964	0.8268521697222458	0.0780065622887368	1.5916051205958257	1.5270237863223353	0.5749581277962305	0.62248999237052	0.7630085801662339	2.1111484814375188	0.4435005755863287	0.4012432540825523	0.6163142098768686	0.4736190929345621	0.6859664274885766	1.5697342166007546	0.6243310750884303	1.0436485996700842	0.7603382824334654	2.114031005198469	0.5175132769992737	0.7604907560860772	1.9888813678526864	0.0987321833392221	0.5051856082290196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	12.0	-44482.68920977592	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	16.0	5.0	7.0	1.0	3.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0054880931636099	0.9068832181042136	0.7873616337924668	4.838114763249433	1.9978695112353908	0.4545399079757032	47.0	-174.31202173292826
5450000	-44903.2925017748	-224.25439024930748	-44679.03811152549	0.2401319119483179	2019.9347314760296	8.535078519904024	1.964599656490285	9.856560430033808	5.965412800274257	0.2294846732324831	0.6167332608522734	0.0014540955703447	1.834274136949177	1.834274136949178	0.4335735306124721	0.3589941412067154	1.6249782849323924	0.4203692954095017	0.2608465555312096	0.2816102976409807	0.6391765473919074	0.3824411653377578	0.5845484138210518	0.7268007113330813	1.075113246258972	0.601475610179836	0.4330852934261125	0.9964282200817012	0.1171704066036973	0.2187299187321758	0.1402145258146403	0.6151335663350044	0.5651936930691395	2.774186141474909	1.1501435592025049	2.124939257332148	1.2798956012785143	0.8642866218923592	3.555120830871599	0.2446603045045539	0.8831677425071344	0.97441461248916	0.0886561548799187	2.7225405747895333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	10.0	-44474.8847049601	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	18.0	5.0	6.0	1.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0177801293435507	0.8483939863683577	0.6939650109795831	4.391013952862609	2.0444371993173744	0.6145048112227076	47.0	-160.369254867987
5500000	-44870.272760492255	-214.14005845810715	-44656.13270203415	0.2453315954252461	2019.9295317925528	8.450430848046057	2.3413667218351524	12.261950006852246	5.037986882780712	0.7773242126725197	0.7634424327418262	0.0013642778706741	1.6163695127360151	1.6163695127360151	0.6558320603312576	0.9717097539014063	0.5982940029921339	0.0588161155688193	0.3817570019872158	0.0244057651909489	0.675474269187617	0.4534007946780936	0.9175316971626216	0.3210220269438657	0.0459041915198501	1.377611737857764	0.4246958753847757	0.8532282772233769	0.3620660747028496	1.0804006431411246	1.836786652089493	0.0147528350097738	0.5030866778523584	0.4921661002574786	1.299669599888767	3.7314373696747	0.4994656067320648	0.4025796132259881	2.730943182841039	0.2107280764992184	0.2322846721687769	0.2452218736677982	0.115898654540701	0.003441860535889	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	14.0	-44468.32658581667	0.0	43.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	15.0	4.0	6.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0165294289432337	0.9784079661204768	0.814118946605606	4.077164649534336	2.0882999499381967	0.5197540162729607	43.0	-150.8739464481678
